a,b,hypotenuse
11,36,37.64306044943742
11,37,38.600518131237564
11,38,39.56008088970496
11,39,40.52159917870962
11,40,41.48493702538308
11,41,42.44997055358225
11,42,43.41658669218482
11,43,44.384682042344295
11,44,45.35416188179427
11,45,46.32493928760188
11,46,47.29693436154187
11,47,48.27007354458868
11,48,49.24428900898052
11,49,50.21951811795888
11,50,51.19570294468082
11,51,52.172789842982326
11,52,53.150729063673246
11,53,54.12947441089743
11,54,55.10898293381942
11,55,56.089214649520635
11,56,57.0701322935211
11,57,58.05170109479997
11,58,59.033888572581766
11,59,60.01666435249463
11,60,61.0
11,61,61.98386886924694
11,62,62.96824596572466
11,63,63.953107821277925
11,64,64.93843238021688
11,65,65.92419889539804
11,66,66.91038783328041
11,67,67.89698078707183
11,68,68.8839603971781
11,69,69.87131027825369
11,70,70.8590149522275
11,71,71.84705978674423
11,72,72.83543093852057
11,73,73.824115301167
11,74,74.81310045707235
11,75,75.8023746329889
11,76,76.79192665899195
11,77,77.78174593052023
11,78,78.77182237323191
11,79,79.76214641043707
11,80,80.75270893288967
11,81,81.74350127074322
11,82,82.73451516749222
11,83,83.72574275573791
11,84,84.71717653463199
11,85,85.70880934886448
11,86,86.70063436907483
11,87,87.69264507357501
11,88,88.68483523128404
11,89,89.67719888578144
11,90,90.6697303403953
11,91,91.6624241442479
11,92,92.65527507918802
11,93,93.64827814754524
11,94,94.64142856064674
11,95,95.63472172804185
11,96,96.62815324738438
11,97,97.62171889492625
11,98,98.6154146165801
11,99,99.60923651951158
11,100,100.60318086422517
12,12,16.97056274847714
12,13,17.69180601295413
12,14,18.439088914585774
12,15,19.209372712298546
12,16,20.0
12,17,20.808652046684813
12,18,21.633307652783937
12,19,22.47220505424423
12,20,23.323807579381203
12,21,24.186773244895647
12,22,25.059928172283335
12,23,25.942243542145693
12,24,26.832815729997478
12,25,27.730849247724095
12,26,28.635642126552707
12,27,29.546573405388315
12,28,30.463092423455635
12,29,31.38470965295043
12,30,32.31098884280702
12,31,33.24154027718932
12,32,34.17601498127012
12,33,35.11409973215888
12,34,36.05551275463989
12,35,37.0
12,36,37.94733192202055
12,37,38.897300677553446
12,38,39.84971769034255
12,39,40.80441152620633
12,40,41.7612260356422
12,41,42.720018726587654
12,42,43.68065933568311
12,43,44.64302857109943
12,44,45.60701700396552
12,45,46.57252408878007
12,46,47.53945729601885
12,47,48.507731342539614
12,48,49.47726750741192
12,49,50.44799302251776
12,50,51.419840528729765
12,51,52.392747589718944
12,52,53.36665625650534
12,53,54.3415126767741
12,54,55.31726674375732
12,55,56.293871780150276
12,56,57.271284253105414
12,57,58.249463516842795
12,58,59.22837157984339
12,59,60.207972893961475
12,60,61.18823416311342
12,61,62.16912416947821
12,62,63.150613615387776
12,63,64.13267497929586
12,64,65.11528238439882
12,65,66.09841147864296
12,66,67.08203932499369
12,67,68.06614430096654
12,68,69.05070600652827
12,69,70.03570517957252
12,70,71.02112361825881
12,71,72.00694410957877
12,72,72.99315036357864
12,73,73.97972695272672
12,74,74.96665925596525
12,75,75.95393340703298
12,76,76.94153624668537
12,77,77.92945527847606
12,78,78.91767862779544
12,79,79.90619500389191
12,80,80.89499366462674
12,81,81.88406438373708
12,82,82.87339742040264
12,83,83.86298349093002
12,84,84.8528137423857
12,85,85.84287972802403
12,86,86.83317338436964
12,87,87.82368700982668
12,88,88.81441324469807
12,89,89.80534505250787
12,90,90.79647570252934
12,91,91.7877987534291
12,92,92.77930803794561
12,93,93.7709976485267
12,94,94.76286192385707
12,95,95.75489543621255
12,96,96.74709297958259
12,97,97.73944955850733
12,98,98.73196037757987
12,99,99.72462083156798
12,100,100.71742649611338
13,13,18.384776310850235
13,14,19.1049731745428
13,15,19.849433241279208
13,16,20.615528128088304
13,17,21.400934559032695
13,18,22.20360331117452
13,19,23.021728866442675
13,20,23.853720883753127
13,21,24.698178070456937
13,22,25.553864678361276
13,23,26.419689627245813
13,24,27.294688127912362
13,25,28.178005607210743
13,26,29.068883707497267
13,27,29.966648127543394
13,28,30.870698080866262
13,29,31.78049716414141
13,30,32.69556544854363
13,31,33.61547262794322
13,32,34.539832078341085
13,33,35.4682957019364
13,34,36.40054944640259
13,35,37.33630940518894
13,36,38.27531841800928
13,37,39.21734310225516
13,38,40.162171256046406
13,39,41.10960958218893
13,40,42.05948168962618
13,41,43.01162633521314
13,42,43.965895873961216
13,43,44.9221548904324
13,44,45.880278987817846
13,45,46.84015371452148
13,46,47.80167361086848
13,47,48.76474136094644
